probe_id,gene_name,description
ENSCAFG00000032063,ENSCAFG00000032063,protein_coding
ENSCAFG00000010675,ETFBKMT,protein_coding
ENSCAFG00000013443,KLRA1,protein_coding
ENSCAFG00000040566,ENSCAFG00000040566,lncRNA
ENSCAFG00000015342,RAD51AP1,protein_coding
ENSCAFG00000007331,ATG101,protein_coding
ENSCAFG00000015354,C27H12orf4,protein_coding
ENSCAFG00000015361,FGF6,protein_coding
ENSCAFG00000015365,FGF23,protein_coding
ENSCAFG00000029387,TIGAR,protein_coding
ENSCAFG00000015381,CCND2,protein_coding
ENSCAFG00000030923,ENSCAFG00000030923,protein_coding
ENSCAFG00000010685,SINHCAF,protein_coding
ENSCAFG00000007357,ACVR1B,protein_coding
ENSCAFG00000043476,ENSCAFG00000043476,protein_coding
ENSCAFG00000029439,TMA7,protein_coding
ENSCAFG00000044032,ENSCAFG00000044032,lncRNA
ENSCAFG00000046743,ENSCAFG00000046743,lncRNA
ENSCAFG00000048357,ENSCAFG00000048357,lncRNA
ENSCAFG00000043132,ENSCAFG00000043132,lncRNA
ENSCAFG00000013453,ENSCAFG00000013453,protein_coding
ENSCAFG00000015395,ENSCAFG00000015395,protein_coding
ENSCAFG00000015400,PARP11,protein_coding
ENSCAFG00000046107,ENSCAFG00000046107,lncRNA
ENSCAFG00000043773,ENSCAFG00000043773,lncRNA
ENSCAFG00000025220,ACVRL1,protein_coding
ENSCAFG00000027995,U4,snRNA
ENSCAFG00000010713,CAPRIN2,protein_coding
ENSCAFG00000045148,ENSCAFG00000045148,protein_coding
ENSCAFG00000007345,ANKRD33,protein_coding
ENSCAFG00000014042,ENSCAFG00000014042,protein_coding
ENSCAFG00000015404,CRACR2A,protein_coding
ENSCAFG00000044382,ENSCAFG00000044382,lncRNA
ENSCAFG00000049416,ENSCAFG00000049416,protein_coding
ENSCAFG00000010768,IPO8,protein_coding
ENSCAFG00000007600,SCN8A,protein_coding
ENSCAFG00000015428,PRMT8,protein_coding
ENSCAFG00000027574,U2,snRNA
ENSCAFG00000043105,U4,snRNA
ENSCAFG00000037329,ENSCAFG00000037329,lncRNA
ENSCAFG00000049436,ENSCAFG00000049436,lncRNA
ENSCAFG00000007728,SLC4A8,protein_coding
ENSCAFG00000015457,TSPAN11,protein_coding
ENSCAFG00000042969,OR6C83,protein_coding
ENSCAFG00000010789,ENSCAFG00000010789,protein_coding
ENSCAFG00000046769,ENSCAFG00000046769,lncRNA
ENSCAFG00000036238,ENSCAFG00000036238,lncRNA
ENSCAFG00000048838,ENSCAFG00000048838,lncRNA
ENSCAFG00000043974,ENSCAFG00000043974,lncRNA
ENSCAFG00000007758,GALNT6,protein_coding
ENSCAFG00000010821,TMTC1,protein_coding
ENSCAFG00000047401,ENSCAFG00000047401,lncRNA
ENSCAFG00000006260,OR6C27,protein_coding
ENSCAFG00000041059,OR6C6,protein_coding
ENSCAFG00000015466,TSPAN9,protein_coding
ENSCAFG00000006298,OR6C69,protein_coding
ENSCAFG00000007774,CELA1,protein_coding
ENSCAFG00000047937,ENSCAFG00000047937,protein_coding
ENSCAFG00000015522,TEAD4,protein_coding
ENSCAFG00000006303,OR6C74,protein_coding
ENSCAFG00000025348,OR6C69G,protein_coding
ENSCAFG00000006304,OR6C33,protein_coding
ENSCAFG00000006308,OR10A7,protein_coding
ENSCAFG00000043166,ENSCAFG00000043166,protein_coding
ENSCAFG00000015618,TULP3,protein_coding
ENSCAFG00000041619,OR9K2C,protein_coding
ENSCAFG00000043201,ENSCAFG00000043201,protein_coding
ENSCAFG00000044271,ENSCAFG00000044271,protein_coding
ENSCAFG00000015622,RHNO1,protein_coding
ENSCAFG00000043356,OR6C75,protein_coding
ENSCAFG00000044956,OR9K2D,protein_coding
ENSCAFG00000015642,FOXM1,protein_coding
ENSCAFG00000046365,OR9K2,protein_coding
ENSCAFG00000007778,BIN2,protein_coding
ENSCAFG00000031702,OR9K7,protein_coding
ENSCAFG00000025041,TEX52,protein_coding
ENSCAFG00000015655,NRIP2,protein_coding
ENSCAFG00000015661,ITFG2,protein_coding
ENSCAFG00000015576,FKBP4,protein_coding
ENSCAFG00000030775,SNORA70,snoRNA
ENSCAFG00000006347,NEUROD4,protein_coding
ENSCAFG00000007785,SMAGP,protein_coding
ENSCAFG00000006349,TESPA1,protein_coding
ENSCAFG00000031025,DAZAP2,protein_coding
ENSCAFG00000015707,DDX11,protein_coding
ENSCAFG00000041925,ENSCAFG00000041925,lncRNA
ENSCAFG00000047949,ENSCAFG00000047949,lncRNA
ENSCAFG00000034091,ENSCAFG00000034091,lncRNA
ENSCAFG00000047659,ENSCAFG00000047659,lncRNA
ENSCAFG00000036159,ENSCAFG00000036159,lncRNA
ENSCAFG00000040966,ENSCAFG00000040966,lncRNA
ENSCAFG00000029756,PPP1R1A,protein_coding
ENSCAFG00000007790,POU6F1,protein_coding
ENSCAFG00000032142,PDE1B,protein_coding
ENSCAFG00000007831,TFCP2,protein_coding
ENSCAFG00000024501,ENSCAFG00000024501,pseudogene
ENSCAFG00000015743,ENSCAFG00000015743,protein_coding
ENSCAFG00000006413,NCKAP1L,protein_coding
ENSCAFG00000015750,IQSEC3,protein_coding
ENSCAFG00000048829,ENSCAFG00000048829,lncRNA
ENSCAFG00000007860,CSRNP2,protein_coding
ENSCAFG00000007872,LETMD1,protein_coding
ENSCAFG00000015756,SLC6A12,protein_coding
ENSCAFG00000006463,GTSF2,protein_coding
ENSCAFG00000006465,ENSCAFG00000006465,protein_coding
ENSCAFG00000047355,ENSCAFG00000047355,lncRNA
ENSCAFG00000006491,ITGA5,protein_coding
ENSCAFG00000029158,ZNF385A,protein_coding
ENSCAFG00000015781,KDM5A,protein_coding
ENSCAFG00000015784,CCDC77,protein_coding
ENSCAFG00000015788,B4GALNT3,protein_coding
ENSCAFG00000015790,NINJ2,protein_coding
ENSCAFG00000007902,SLC11A2,protein_coding
ENSCAFG00000021642,U2,snRNA
ENSCAFG00000015804,WNK1,protein_coding
ENSCAFG00000042135,HIGD1C,protein_coding
ENSCAFG00000032583,METTL7A,protein_coding
ENSCAFG00000015831,RAD52,protein_coding
ENSCAFG00000028227,U6,snRNA
ENSCAFG00000015874,ERC1,protein_coding
ENSCAFG00000025295,ENSCAFG00000025295,protein_coding
ENSCAFG00000021941,U6,snRNA
ENSCAFG00000045601,ENSCAFG00000045601,processed_pseudogene
ENSCAFG00000015913,FBXL14,protein_coding
ENSCAFG00000015919,WNT5B,protein_coding
ENSCAFG00000043913,U4,snRNA
ENSCAFG00000015940,ADIPOR2,protein_coding
ENSCAFG00000015993,DCP1B,protein_coding
ENSCAFG00000015985,LRTM2,protein_coding
ENSCAFG00000015987,ENSCAFG00000015987,protein_coding
ENSCAFG00000016051,CACNA1C,protein_coding
ENSCAFG00000044518,ENSCAFG00000044518,processed_pseudogene
ENSCAFG00000016001,ENSCAFG00000016001,protein_coding
ENSCAFG00000031581,ENSCAFG00000031581,protein_coding
ENSCAFG00000016073,ENSCAFG00000016073,protein_coding
ENSCAFG00000016076,IL17RA,protein_coding
ENSCAFG00000025247,TMEM121B,protein_coding
ENSCAFG00000016081,HDHD5,protein_coding
ENSCAFG00000049806,ENSCAFG00000049806,protein_coding
ENSCAFG00000014726,LRRIQ4,protein_coding
ENSCAFG00000014735,LRRC31,protein_coding
ENSCAFG00000042837,ENSCAFG00000042837,pseudogene
ENSCAFG00000014755,SAMD7,protein_coding
ENSCAFG00000022337,U6,snRNA
ENSCAFG00000044434,ENSCAFG00000044434,lncRNA
ENSCAFG00000035598,ENSCAFG00000035598,lncRNA
ENSCAFG00000047354,ENSCAFG00000047354,lncRNA
ENSCAFG00000046114,ENSCAFG00000046114,lncRNA
ENSCAFG00000048562,ENSCAFG00000048562,lncRNA
ENSCAFG00000044413,ENSCAFG00000044413,lncRNA
ENSCAFG00000049799,ENSCAFG00000049799,lncRNA
ENSCAFG00000040868,ENSCAFG00000040868,lncRNA
ENSCAFG00000035859,ENSCAFG00000035859,lncRNA
ENSCAFG00000010422,IRX1,protein_coding
ENSCAFG00000046325,ENSCAFG00000046325,lncRNA
ENSCAFG00000046105,ENSCAFG00000046105,lncRNA
ENSCAFG00000034471,ENSCAFG00000034471,lncRNA
ENSCAFG00000044173,ENSCAFG00000044173,lncRNA
ENSCAFG00000028439,SNORA72,snoRNA
ENSCAFG00000043584,ENSCAFG00000043584,lncRNA
ENSCAFG00000044196,ENSCAFG00000044196,lncRNA
ENSCAFG00000045562,ENSCAFG00000045562,lncRNA
ENSCAFG00000048615,ENSCAFG00000048615,lncRNA
ENSCAFG00000042376,ENSCAFG00000042376,lncRNA
ENSCAFG00000045883,ENSCAFG00000045883,lncRNA
ENSCAFG00000044753,ENSCAFG00000044753,lncRNA
ENSCAFG00000035612,ENSCAFG00000035612,lncRNA
ENSCAFG00000011680,ATP11B,protein_coding
ENSCAFG00000010427,IRX2,protein_coding
ENSCAFG00000031588,ENSCAFG00000031588,protein_coding
ENSCAFG00000045954,ENSCAFG00000045954,lncRNA
ENSCAFG00000041725,ENSCAFG00000041725,lncRNA
ENSCAFG00000046581,ENSCAFG00000046581,lncRNA
ENSCAFG00000041531,ENSCAFG00000041531,lncRNA
ENSCAFG00000046794,ENSCAFG00000046794,lncRNA
ENSCAFG00000039823,ENSCAFG00000039823,lncRNA
ENSCAFG00000048681,ENSCAFG00000048681,lncRNA
ENSCAFG00000044373,ENSCAFG00000044373,lncRNA
ENSCAFG00000028680,ENSCAFG00000028680,lncRNA
ENSCAFG00000014774,GPR160,protein_coding
ENSCAFG00000010441,IRX4,protein_coding
ENSCAFG00000044293,ENSCAFG00000044293,lncRNA
ENSCAFG00000043067,ENSCAFG00000043067,lncRNA
ENSCAFG00000030152,NDUFS6,protein_coding
ENSCAFG00000042497,ENSCAFG00000042497,lncRNA
ENSCAFG00000014786,PHC3,protein_coding
ENSCAFG00000035502,ENSCAFG00000035502,lncRNA
ENSCAFG00000043703,ENSCAFG00000043703,lncRNA
ENSCAFG00000040369,ENSCAFG00000040369,lncRNA
ENSCAFG00000010491,LPCAT1,protein_coding
ENSCAFG00000010574,SLC6A3,protein_coding
ENSCAFG00000014823,PRKCI,protein_coding
ENSCAFG00000010726,CLPTM1L,protein_coding
ENSCAFG00000020761,U6,snRNA
ENSCAFG00000011734,DCUN1D1,protein_coding
ENSCAFG00000014846,SKIL,protein_coding
ENSCAFG00000011749,MCCC1,protein_coding
ENSCAFG00000010739,TERT,protein_coding
ENSCAFG00000014851,CLDN11,protein_coding
ENSCAFG00000047343,ENSCAFG00000047343,protein_coding
ENSCAFG00000010459,SLC6A18,protein_coding
ENSCAFG00000025130,SLC6A19,protein_coding
ENSCAFG00000011796,MCF2L2,protein_coding
ENSCAFG00000014912,SLC7A14,protein_coding
ENSCAFG00000046503,ENSCAFG00000046503,lncRNA
ENSCAFG00000039238,ENSCAFG00000039238,lncRNA
ENSCAFG00000026069,U6,snRNA
ENSCAFG00000024887,ENSCAFG00000024887,protein_coding
ENSCAFG00000010793,SLC12A7,protein_coding
ENSCAFG00000044290,ENSCAFG00000044290,lncRNA
ENSCAFG00000014952,ENSCAFG00000014952,protein_coding
ENSCAFG00000014955,RPL22L1,protein_coding
ENSCAFG00000029203,EIF5A2,protein_coding
ENSCAFG00000011824,B3GNT5,protein_coding
ENSCAFG00000010833,NKD2,protein_coding
ENSCAFG00000044597,ENSCAFG00000044597,lncRNA
ENSCAFG00000026020,ENSCAFG00000026020,snoRNA
ENSCAFG00000042843,ENSCAFG00000042843,lncRNA
ENSCAFG00000026135,SNORA63,snoRNA
ENSCAFG00000010838,TRIP13,protein_coding
ENSCAFG00000028363,ENSCAFG00000028363,snoRNA
ENSCAFG00000048492,ENSCAFG00000048492,protein_coding
ENSCAFG00000026396,SNORA63,snoRNA
ENSCAFG00000011828,KLHL6,protein_coding
ENSCAFG00000014983,SLC2A2,protein_coding
ENSCAFG00000010863,BRD9,protein_coding
ENSCAFG00000044711,ENSCAFG00000044711,snoRNA
ENSCAFG00000048534,ENSCAFG00000048534,lncRNA
ENSCAFG00000044708,ENSCAFG00000044708,snoRNA
ENSCAFG00000045894,ENSCAFG00000045894,lncRNA
ENSCAFG00000011850,KLHL24,protein_coding
ENSCAFG00000011923,YEATS2,protein_coding
ENSCAFG00000041689,ENSCAFG00000041689,protein_coding
ENSCAFG00000024813,ENSCAFG00000024813,protein_coding
ENSCAFG00000015157,TNIK,protein_coding
ENSCAFG00000032531,ENSCAFG00000032531,protein_coding
ENSCAFG00000010885,TPPP,protein_coding
ENSCAFG00000010889,CEP72,protein_coding
ENSCAFG00000011976,PARL,protein_coding
ENSCAFG00000036919,ENSCAFG00000036919,lncRNA
ENSCAFG00000010902,SLC9A3,protein_coding
ENSCAFG00000012085,ABCC5,protein_coding
ENSCAFG00000012131,ENSCAFG00000012131,protein_coding
ENSCAFG00000012141,ENSCAFG00000012141,protein_coding
ENSCAFG00000042314,ENSCAFG00000042314,lncRNA
ENSCAFG00000031244,ENSCAFG00000031244,protein_coding
ENSCAFG00000046971,ENSCAFG00000046971,protein_coding
ENSCAFG00000012147,HTR3E,protein_coding
ENSCAFG00000010918,EXOC3,protein_coding
ENSCAFG00000042577,ENSCAFG00000042577,lncRNA
ENSCAFG00000042543,ENSCAFG00000042543,lncRNA
ENSCAFG00000047770,U3,snoRNA
ENSCAFG00000025377,AHRR,protein_coding
ENSCAFG00000050010,ENSCAFG00000050010,lncRNA
ENSCAFG00000011044,PDCD6,protein_coding
ENSCAFG00000012158,EIF2B5,protein_coding
ENSCAFG00000010951,SDHA,protein_coding
ENSCAFG00000012180,DVL3,protein_coding
ENSCAFG00000012257,AP2M1,protein_coding
ENSCAFG00000012340,ABCF3,protein_coding
ENSCAFG00000011048,CCDC127,protein_coding
ENSCAFG00000047768,ENSCAFG00000047768,protein_coding
ENSCAFG00000029782,LRRC14B,protein_coding
ENSCAFG00000011054,PLEKHG4B,protein_coding
ENSCAFG00000047965,ENSCAFG00000047965,lncRNA
ENSCAFG00000041057,ENSCAFG00000041057,lncRNA
ENSCAFG00000042516,ENSCAFG00000042516,lncRNA
ENSCAFG00000046385,ENSCAFG00000046385,lncRNA
ENSCAFG00000012429,VWA5B2,protein_coding
ENSCAFG00000038330,ENSCAFG00000038330,lncRNA
ENSCAFG00000045514,ENSCAFG00000045514,lncRNA
ENSCAFG00000037005,ENSCAFG00000037005,miRNA
ENSCAFG00000044016,ENSCAFG00000044016,lncRNA
ENSCAFG00000011068,FOXN3,protein_coding
ENSCAFG00000049969,ENSCAFG00000049969,lncRNA
ENSCAFG00000011081,ZMAT3,protein_coding
ENSCAFG00000012444,ALG3,protein_coding
ENSCAFG00000011212,PIK3CA,protein_coding
ENSCAFG00000011271,KCNMB3,protein_coding
ENSCAFG00000011279,ZNF639,protein_coding
ENSCAFG00000046132,EEF1AKMT4,protein_coding
ENSCAFG00000011308,MFN1,protein_coding
ENSCAFG00000012533,ECE2,protein_coding
ENSCAFG00000011335,GNB4,protein_coding
ENSCAFG00000043311,ENSCAFG00000043311,lncRNA
ENSCAFG00000011364,ACTL6A,protein_coding
ENSCAFG00000011380,MRPL47,protein_coding
ENSCAFG00000030143,ENSCAFG00000030143,protein_coding
ENSCAFG00000012608,PSMD2,protein_coding
ENSCAFG00000011389,ENSCAFG00000011389,protein_coding
ENSCAFG00000042070,ENSCAFG00000042070,lncRNA
ENSCAFG00000012687,EIF4G1,protein_coding
ENSCAFG00000011446,USP13,protein_coding
ENSCAFG00000027768,ENSCAFG00000027768,snoRNA
ENSCAFG00000011494,PEX5L,protein_coding
ENSCAFG00000044745,ENSCAFG00000044745,lncRNA
ENSCAFG00000013985,P3H2,protein_coding
ENSCAFG00000045815,U2,snRNA
ENSCAFG00000049302,ENSCAFG00000049302,lncRNA
ENSCAFG00000011520,TTC14,protein_coding
ENSCAFG00000041827,ENSCAFG00000041827,snoRNA
ENSCAFG00000026292,ENSCAFG00000026292,snoRNA
ENSCAFG00000012728,FAM131A,protein_coding
ENSCAFG00000012764,CLCN2,protein_coding
ENSCAFG00000046146,ENSCAFG00000046146,lncRNA
ENSCAFG00000029313,CLDN1,protein_coding
ENSCAFG00000049844,POLR2H,protein_coding
ENSCAFG00000011540,CCDC39,protein_coding
ENSCAFG00000014009,CLDN16,protein_coding
ENSCAFG00000027843,U6,snRNA
ENSCAFG00000012841,THPO,protein_coding
ENSCAFG00000022075,U6,snRNA
ENSCAFG00000011582,FXR1,protein_coding
ENSCAFG00000030759,TMEM207,protein_coding
ENSCAFG00000046073,ENSCAFG00000046073,lncRNA
ENSCAFG00000014029,IL1RAP,protein_coding
ENSCAFG00000012862,CHRD,protein_coding
ENSCAFG00000041855,ENSCAFG00000041855,lncRNA
ENSCAFG00000023671,GMNC,protein_coding
ENSCAFG00000014032,OSTN,protein_coding
ENSCAFG00000014036,UTS2B,protein_coding
ENSCAFG00000043841,ENSCAFG00000043841,lncRNA
ENSCAFG00000012910,ENSCAFG00000012910,protein_coding
ENSCAFG00000013005,EPHB3,protein_coding
ENSCAFG00000013194,MAGEF1,protein_coding
ENSCAFG00000014058,CCDC50,protein_coding
ENSCAFG00000013170,VPS8,protein_coding
ENSCAFG00000045018,ENSCAFG00000045018,lncRNA
ENSCAFG00000049019,ENSCAFG00000049019,lncRNA
ENSCAFG00000013201,ENSCAFG00000013201,protein_coding
ENSCAFG00000031187,FGF12,protein_coding
ENSCAFG00000013207,C34H3orf70,protein_coding
ENSCAFG00000013218,EHHADH,protein_coding
ENSCAFG00000032714,DNAJC19,protein_coding
ENSCAFG00000041774,ENSCAFG00000041774,protein_coding
ENSCAFG00000032619,ENSCAFG00000032619,lncRNA
ENSCAFG00000046507,ENSCAFG00000046507,lncRNA
ENSCAFG00000014075,MB21D2,protein_coding
ENSCAFG00000046580,ENSCAFG00000046580,lncRNA
ENSCAFG00000042281,ENSCAFG00000042281,lncRNA
ENSCAFG00000030318,PLAAT1,protein_coding
ENSCAFG00000031774,ATP13A5,protein_coding
ENSCAFG00000015246,PLD1,protein_coding
ENSCAFG00000013230,MAP3K13,protein_coding
ENSCAFG00000014158,ATP13A4,protein_coding
ENSCAFG00000015285,TMEM212,protein_coding
ENSCAFG00000049872,ENSCAFG00000049872,protein_coding
ENSCAFG00000014174,MFSD1,protein_coding
ENSCAFG00000048097,ENSCAFG00000048097,lncRNA
ENSCAFG00000027412,U6,snRNA
ENSCAFG00000015349,FNDC3B,protein_coding
ENSCAFG00000015383,TNFSF10,protein_coding
ENSCAFG00000014186,ENSCAFG00000014186,protein_coding
ENSCAFG00000021479,U6,snRNA
ENSCAFG00000014195,ENSCAFG00000014195,protein_coding
ENSCAFG00000015376,GHSR,protein_coding
ENSCAFG00000013236,TMEM41A,protein_coding
ENSCAFG00000029357,NCEH1,protein_coding
ENSCAFG00000048411,ENSCAFG00000048411,lncRNA
ENSCAFG00000015455,ECT2,protein_coding
ENSCAFG00000013246,LIPH,protein_coding
ENSCAFG00000021474,U6,snRNA
ENSCAFG00000045488,ENSCAFG00000045488,protein_coding
ENSCAFG00000014200,IL12A,protein_coding
ENSCAFG00000031848,ENSCAFG00000031848,protein_coding
ENSCAFG00000015479,SPATA16,protein_coding
ENSCAFG00000014222,ENSCAFG00000014222,protein_coding
ENSCAFG00000047783,ENSCAFG00000047783,protein_coding
ENSCAFG00000045121,ENSCAFG00000045121,lncRNA
ENSCAFG00000015518,NLGN1,protein_coding
ENSCAFG00000014295,SMC4,protein_coding
ENSCAFG00000013266,SENP2,protein_coding
ENSCAFG00000015536,NAALADL2,protein_coding
ENSCAFG00000013297,IGF2BP2,protein_coding
ENSCAFG00000020641,ENSCAFG00000020641,miRNA
ENSCAFG00000025632,ENSCAFG00000025632,miRNA
ENSCAFG00000030902,TRIM59,protein_coding
ENSCAFG00000039617,ENSCAFG00000039617,lncRNA
ENSCAFG00000024856,KPNA4,protein_coding
ENSCAFG00000013345,TRA2B,protein_coding
ENSCAFG00000027802,ENSCAFG00000027802,scaRNA
ENSCAFG00000014316,ENSCAFG00000014316,protein_coding
ENSCAFG00000042680,ENSCAFG00000042680,lncRNA
ENSCAFG00000013420,ETV5,protein_coding
ENSCAFG00000026952,U6,snRNA
ENSCAFG00000048261,ENSCAFG00000048261,protein_coding
ENSCAFG00000043603,ENSCAFG00000043603,lncRNA
ENSCAFG00000015537,ENSCAFG00000015537,processed_pseudogene
ENSCAFG00000014325,PPM1L,protein_coding
ENSCAFG00000049477,ENSCAFG00000049477,lncRNA
ENSCAFG00000047112,ENSCAFG00000047112,lncRNA
ENSCAFG00000026943,U6,snRNA
ENSCAFG00000027391,U4,snRNA
ENSCAFG00000013503,DGKG,protein_coding
ENSCAFG00000045124,ENSCAFG00000045124,lncRNA
ENSCAFG00000043748,ENSCAFG00000043748,lncRNA
ENSCAFG00000038098,ENSCAFG00000038098,lncRNA
ENSCAFG00000049188,ENSCAFG00000049188,protein_coding
ENSCAFG00000015543,TBL1XR1,protein_coding
ENSCAFG00000032990,ENSCAFG00000032990,lncRNA
ENSCAFG00000046408,ENSCAFG00000046408,lncRNA
ENSCAFG00000049856,ENSCAFG00000049856,lncRNA
ENSCAFG00000044453,ENSCAFG00000044453,lncRNA
ENSCAFG00000040530,ENSCAFG00000040530,lncRNA
ENSCAFG00000044964,ENSCAFG00000044964,lncRNA
ENSCAFG00000046029,ENSCAFG00000046029,lncRNA
ENSCAFG00000048909,ENSCAFG00000048909,lncRNA
ENSCAFG00000048566,ENSCAFG00000048566,lncRNA
ENSCAFG00000047289,ENSCAFG00000047289,lncRNA
ENSCAFG00000043968,ENSCAFG00000043968,lncRNA
ENSCAFG00000041308,ENSCAFG00000041308,lncRNA
ENSCAFG00000045641,ENSCAFG00000045641,lncRNA
ENSCAFG00000043214,ENSCAFG00000043214,protein_coding
ENSCAFG00000015560,KCNMB2,protein_coding
ENSCAFG00000014327,B3GALNT1,pseudogene
ENSCAFG00000033558,ENSCAFG00000033558,lncRNA
ENSCAFG00000043580,ENSCAFG00000043580,lncRNA
ENSCAFG00000013524,CRYGS,protein_coding
ENSCAFG00000028343,ENSCAFG00000028343,protein_coding
ENSCAFG00000041485,ENSCAFG00000041485,lncRNA
ENSCAFG00000044363,ENSCAFG00000044363,lncRNA
ENSCAFG00000013533,TBCCD1,protein_coding
ENSCAFG00000013546,DNAJB11,protein_coding
ENSCAFG00000014352,NMD3,protein_coding
ENSCAFG00000013568,AHSG,protein_coding
ENSCAFG00000013591,FETUB,protein_coding
ENSCAFG00000026364,U6,snRNA
ENSCAFG00000014360,SPTSSB,protein_coding
ENSCAFG00000014362,OTOL1,protein_coding
ENSCAFG00000048197,ENSCAFG00000048197,protein_coding
ENSCAFG00000013599,HRG,protein_coding
ENSCAFG00000013625,KNG1,protein_coding
ENSCAFG00000045271,ENSCAFG00000045271,lncRNA
ENSCAFG00000037284,ENSCAFG00000037284,lncRNA
ENSCAFG00000043903,ENSCAFG00000043903,lncRNA
ENSCAFG00000033464,ENSCAFG00000033464,lncRNA
ENSCAFG00000022465,U1,snRNA
ENSCAFG00000046138,ENSCAFG00000046138,protein_coding
ENSCAFG00000044634,ENSCAFG00000044634,lncRNA
ENSCAFG00000022493,U6,snRNA
ENSCAFG00000045127,ENSCAFG00000045127,lncRNA
ENSCAFG00000044895,ENSCAFG00000044895,lncRNA
ENSCAFG00000025889,U6,snRNA
ENSCAFG00000028114,U6,snRNA
ENSCAFG00000049500,ENSCAFG00000049500,lncRNA
ENSCAFG00000014397,SI,protein_coding
ENSCAFG00000048366,ENSCAFG00000048366,protein_coding
ENSCAFG00000013659,EIF4A2,protein_coding
ENSCAFG00000014440,SLITRK3,protein_coding
ENSCAFG00000038484,ENSCAFG00000038484,lncRNA
ENSCAFG00000014473,BCHE,protein_coding
ENSCAFG00000036035,ENSCAFG00000036035,lncRNA
ENSCAFG00000049360,ENSCAFG00000049360,lncRNA
ENSCAFG00000014970,ENSCAFG00000014970,protein_coding
ENSCAFG00000027814,ENSCAFG00000027814,snoRNA
ENSCAFG00000027581,ENSCAFG00000027581,snoRNA
ENSCAFG00000042139,ENSCAFG00000042139,lncRNA
ENSCAFG00000049569,U2,snRNA
ENSCAFG00000021151,SNORA63,snoRNA
ENSCAFG00000014517,ZBBX,protein_coding
ENSCAFG00000021808,ENSCAFG00000021808,snoRNA
ENSCAFG00000013689,RFC4,protein_coding
ENSCAFG00000026644,U2,snRNA
ENSCAFG00000047793,ENSCAFG00000047793,lncRNA
ENSCAFG00000014536,SERPINI2,protein_coding
ENSCAFG00000008984,ENSCAFG00000008984,pseudogene
ENSCAFG00000013698,ST6GAL1,protein_coding
ENSCAFG00000008990,OTULIN,protein_coding
ENSCAFG00000049858,ENSCAFG00000049858,pseudogene
ENSCAFG00000014555,WDR49,protein_coding
ENSCAFG00000025966,U6,snRNA
ENSCAFG00000008997,OTULINL,protein_coding
ENSCAFG00000042694,ENSCAFG00000042694,lncRNA
ENSCAFG00000013704,RTP1,protein_coding
ENSCAFG00000013838,MASP1,protein_coding
ENSCAFG00000047040,ENSCAFG00000047040,lncRNA
ENSCAFG00000014569,PDCD10,protein_coding
ENSCAFG00000009159,TRIO,protein_coding
ENSCAFG00000014582,SERPINI1,protein_coding
ENSCAFG00000042980,ENSCAFG00000042980,protein_coding
ENSCAFG00000031723,ENSCAFG00000031723,protein_coding
ENSCAFG00000013889,RTP4,protein_coding
ENSCAFG00000013891,SST,protein_coding
ENSCAFG00000028100,U6,snRNA
ENSCAFG00000014599,GOLIM4,protein_coding
ENSCAFG00000045834,RTP2,protein_coding
ENSCAFG00000038089,ENSCAFG00000038089,lncRNA
ENSCAFG00000014605,ENSCAFG00000014605,protein_coding
ENSCAFG00000022834,ENSCAFG00000022834,miRNA
ENSCAFG00000013904,BCL6,protein_coding
ENSCAFG00000047594,ENSCAFG00000047594,lncRNA
